"filename", "language", "Markdown", "JavaScript", "MS SQL", "YAML", "XML", "TypeScript", "Shell Script", "JSON with Comments", "Docker", "JSON", "Ignore", "Properties", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/landing/HeroSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 9, 88
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/landing/HowItWorksSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 14, 184
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/landing/Navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 4, 11, 152
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/landing/PricingSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 9, 136
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/landing/TestimonialsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 9, 92
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/layout/Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 11, 20, 154
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/providers/ThemeProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 3, 10
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 15, 158
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 7, 64
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 7, 51
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 6, 37
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 6, 61
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 10, 93
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 14, 144
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 19, 258
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 25, 168
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 4, 22
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 5, 25
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 6, 45
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 6, 49
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 14, 186
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 32
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 16
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/stepper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 7, 65
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 12, 117
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 8, 67
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 4, 19
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 13, 128
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 4, 36
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/components/ui/use-toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 3, 31, 193
"/home/moura/projetos/projetos_web/nexus-agents/tmp/frontend_backup/src/contexts/AgentContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 7, 44
